document_id,keyword1,score1,keyword2,score2,keyword3,score3,keyword4,score4,keyword5,score5,keyword6,score6,keyword7,score7,keyword8,score8,keyword9,score9,keyword10,score10
CTX199004501H,eymnerezd orrsieertrm-,4.0,- *idt,4.0,la /,4.0,výplň č,4.0,226/ 3-,4.0,238/ 1-5,4.0,238/ 353/69-10,4.0,40% ob,4.0,ekt1 x,4.0,237-238/ 1-8,4.0
CTX199004522D,horizont 6-15,4.0,3/ 1-6,4.0,výplň kanálku,4.0,sondě č,4.0,jáma č,4.0,výplň 3-14,4.0,horizont č,4.0,vratva č,4.0,1/68/ 7-10,4.0,pecí 1-17,4.0
CTX199004525C,— aa,4.0,153/77-2 %,4.0,s‘1s‘* yt,4.0,153/77-3 <,4.0,toen l,4.0,ny aa,4.0,241/77-1 1-7,4.0,suwiaanu *,4.0,avadunss‘ aoupprin*—or*dl,4.0,••• *,4.0
CTX199004525I,< x,4.0,silně aramororaná,4.0,svisle zaraženého,4.0,polohou oblázků,4.0,objlkt č,4.0,staró město,4.0,řes č,4.0,morárek dy,4.0,kamenná zídka,4.0,vedoucí výzkumu,4.0
CTX199004542,závěreč závěrečhlášení,4.0,malý fírek,4.0,přesnost pl,4.0,nadmořská výška,4.0,těžbou ornice,4.0,větší části,4.0,kůlové jámy,4.0,utěsněné kameny,4.0,zbývající objekty,4.0,c2 náleží,4.0
CTX199004548,• zachránili,4.0,hrdle vodorovně,4.0,rozměrech zhru,4.0,statní výpln,4.0,velemyšle- vsi,4.0,nalezeno závaží,4.0,tvar tab,4.0,cxxxi č,4.0,střední evropě/,4.0,celý profil,4.0
CTX199004551,mezolit /,4.0,středu osady,4.0,mírný sev,4.0,zm 22-32-10,4.0,m strakonice,4.0,zatím sine,4.0,heslo modlešovice,3.33,modlešovice,1.33,okr,1.0,kult,1.0
CTX199004563,sever g-0,4.0,skalnatý ostroh,4.0,soutokem berounky,4.0,korečnického potoka,4.0,zm 12-33-09,4.0,opakované průzkumy,4.0,sondáž autorů,4.0,zaměřování lokality,4.0,tělesa valu,4.0,velmi pravděpodobné,4.0
CTX199004569,strakonice g,4.0,j-jv svah,4.0,88-92 mm,4.0,385-390 mn,4.0,povrchové sběry,4.0,pazourkový úštěp,4.0,zlomky keramiky,4.0,tkalcovského závaží,4.0,zatím sine,4.0,1890-a 1892/,4.0
CTX199004587,tachov gr,4.0,• mabvze,4.0,zm 11-34,4.0,zlatý potok,4.0,lokalita ukrytá,4.0,hustém lese,4.0,povrchový sběr,4.0,válem /obr,4.0,původní přístup,4.0,opevnění vedl,4.0
CTX199004625,pozdní středověk,4.0,na- jaqs,4.0,opravě vodovodu,4.0,hnědou polevou,4.0,skleněné nádoby,4.0,m prachatice,3.5,prachatice,1.5,okr,1.0,kult,1.0,novověk,1.0
CTX199004636,zm 22-441,4.0,zjišťova zjišťovaakce,4.0,vrv praha,4.0,výstavbou jete,4.0,hlášení čj,4.0,480/87 plzeň,4.0,a/ proluka,3.5,b/ podskalí,3.5,a/ 362,1.5,b/ 364,1.5
CTX199004641,a/ kult,4.0,pozdní <1,4.0,doba hradištní,4.0,zm 22-421,4.0,zlomky keramiky,4.0,p 3/87,4.0,p 6/87,4.0,b/ kult,4.0,385m n,4.0,záchranný výzkum,4.0
CTX199004652,novou zástavbou,4.0,sběr b,4.0,silicitová šípka,4.0,stře střestřep,4.0,7/2 j,4.0,rychnov,1.0,kněžnou,1.0,okr,1.0,kult,1.0,neolit,1.0
CTX199004658,rakovník g,4.0,pozdní halštatská,4.0,vrchu louštín,4.0,zm 12-14-08,4.0,lokalita navštívena,4.0,plánované stavbě,4.0,přímý val,4.0,oddě odděhradiště,4.0,vrcholu louštína,4.0,relativně dosud,4.0
CTX199004660,říčany hrad,4.0,zm 12-42-10,4.0,oproti stavu,4.0,rušivým zásahům,4.0,obvodovou zástavbou,4.0,4000/go 396,1.0,okr,1.0,praha,1.0,kult,1.0,lok,1.0
CTX199004684,dolní lukavice,4.0,zm 22-11-11,4.0,následný průzkum,4.0,rp 87/6,4.0,m plzeň,3.5,plzeň,1.5,snopoušovy,1.0,okr,1.0,jih,1.0,x 0,1.0
CTX199004710,velký bor,4.0,klatovy l-a,4.0,hii2 š,4.0,zm 22-14-22,4.0,svéradic čp,4.0,pře přenálezů,4.0,blízkosti studna,4.0,zčm plzeň,4.0,hlášení čj,4.0,hrnčířskou usedlost,4.0
CTX199004722,česká lípa,4.0,žižkova hora,4.0,renesanční zámek,4.0,severozápaďní straně,4.0,převážně glazovanou,4.0,skleněné fragmenty,4.0,druhotně využitá,4.0,vyzdívka septiku,4.0,jihovýchodní straně,4.0,těleso valu,4.0
CTX199100030,kreis reichenberg,4.0,von ing,4.0,wiederentdedt batte,4.0,im osten,4.0,ge- trennt,4.0,welche wahrscheinlic,4.0,bfetler dien-,4.0,zu befestigen,4.0,- beize-,4.0,ml abgestittst,4.0
CTX199100066,vn ■,4.0,wo ich,4.0,auf gesuoat,4.0,katalog-zettel gr,4.0,‘ otiv-axt,4.0,dars telit,4.0,zu tage,4.0,nachni ttags,4.0,inder hlitschka,4.0,/ b,4.0
CTX199100262,p1 provccui,4.0,raný stredovek,4.0,zm 12-41-12,4.0,okrajem pěšiny,4.0,vápencové podloží,4.0,profilu výkop,4.0,očištění výkopu,4.0,samotného zdivá,4.0,om beroun,3.5,beroun,1.5
CTX199100271,a/ kult,4.0,pozdně halštatská,4.0,zm 13-13-15,4.0,milči- ce,4.0,knovízské kultuře,4.0,kebronzovými předměty,4.0,křídla nadjezdu,4.0,nálevkovitých pohárů,4.0,ploše pískovny,4.0,štípaná industrie,4.0
CTX199100301,okolí bodu,4.0,zm 13-22-08,4.0,povrchový sběr,4.0,štípaná industrie,4.0,piz j,4.0,vel1chovky,1.0,okr,1.0,kult,1.0,volutová,1.0,laténská,1.0
CTX199100312,zm 22-211,4.0,povrchový průzkum,4.0,lokalizo lokalizoběhem,4.0,proobytných objektech,4.0,obou lokalit,4.0,patrná vazba,4.0,c 4a,4.0,višňová,1.0,okr,1.0,kult,1.0
CTX199100318,pozdní d,4.0,mladší d,4.0,halštatská /,4.0,střední d,4.0,novověk 1-2,4.0,prostoru hradiště,4.0,nejbližšího sousedství,4.0,zm 13-33-04,4.0,sběr převzatý,4.0,amatéra e,4.0
CTX199100333,'c kuboea’,4.0,a/ kult,4.0,zm 22-43-15,4.0,sběr žáků,4.0,bramborové brigádě,4.0,školní sbírky,4.0,rovných den,4.0,zai bráněných,4.0,několika plošek,4.0,okraje misky,4.0
CTX199100339,louny /,4.0,pozdně halštatská,4.0,bližšího určení,4.0,zm 12-11-08,4.0,povrchový sběr,4.0,m žatec,4.0,archívu muzea,4.0,holodňáková p,4.0,h• p,4.0,ov -cena,4.0
CTX199100344,a/ kult,4.0,myslívským potokem,4.0,tra tranepomuk,4.0,zm 22-13-10,4.0,průzkum j,4.0,obsahující pravěkou,4.0,středověkou keramiku,4.0,úlomky mazanice,4.0,rp 86/23,4.0,statek čp,4.0
CTX199100365,ústí n,4.0,staré mýto,4.0,ostí n,4.0,magneto- metricky,4.0,výsledné mapě,4.0,ověřené vrty,4.0,jeví anomálie,4.0,richter/ pokračování,3.5,x tisová,3.33,pokračování,1.5
CTX199100376,slovní lokalizace,4.0,mý fírek,4.0,druh akce,4.0,plochy výzkumu,4.0,těžební činností,4.0,terénní práce,4.0,soustředily zejména,4.0,pravěkým nálezům,4.0,druhem objektů,4.0,okraj vodoteče,4.0
CTX199100381,yšenci č,4.0,autor revise,4.0,výrané destrukci,4.0,deštruovaný úsek,4.0,znovu vystavěn,4.0,oú vyplynulo,4.0,malá část,4.0,katastrální mapy,4.0,referát pam,3.5,zúčastnil jednání,3.33
CTX199100456,slovní lokalizace,4.0,ds olomouc,4.0,výsledek ohledángí,4.0,dobeš /sa,3.5,dobeš,1.5,193 mm,1.0,březá,1.0,rok,1.0,exp,1.0,t 1,1.0
CTX199100526,ti r,4.0,vlastní výkop,4.0,ca phdr,4.0,miloslav c,4.0,pj provedeno,4.0,otci 11,1.0,p*08y,1.0,vyhlouben,1.0,5mi,1.0,sedlecko,1.0
CTX199100570,va pavelková,4.0,os c,4.0,lidské žárové,4.0,kostrové pozůstatky,4.0,t 1—,4.0,lov ll,4.0,žárové hroby,4.0,kostrové hroby,4.0,9133-9134 zpracoval,4.0,jaroslava pavelková,4.0
CTX199100594,povrchovém průzkumu,4.0,doba římská,4.0,středověk raný,4.0,část naleziště,4.0,tři mikrolokality,4.0,označené pracovně,4.0,vrcholně stře-,4.0,doby římské,4.0,vrcholně středověké,4.0,nálezy slezskoplatěnické,3.67
CTX199100641,autor sondáž,4.0,sonda xi/90,4.0,erozních procesech,4.0,mocnosti max,4.0,tehdejší povrch,4.0,dnešní úrovní,4.0,sondě xii/90,4.0,kulturní vrstva,4.0,období ha,4.0,movité objekty,4.0
CTX199100679,slovní lokalizace,4.0,kulturní krajiny,4.0,zpracování ikonografických,4.0,písemných pramenů,4.0,marián,1.0,32%,1.0,65 ay,1.0,rok,1.0,matoušek,1.0,ma+ez,1.0
CTX199100728,hlášeni závěrečné,4.0,výzkumu dálnic,4.0,437% 247/,4.0,uložení exp,4.0,závěru prosince,4.0,průzkum negativní,4.0,rokycany d,4.0,klabava,1.0,volduchy,1.0,svojkovicemi,1.0
CTX199100731,jehličnatý les,4.0,hlášeni,1.0,44 mm,1.0,koutech,1.0,princová/2—,1.0,rok,1.0,skupy,1.0,drunče,1.0,pohřebišti,1.0,okolí,1.0
CTX199100774,žlutém jílu,4.0,hrudkami mazanice,4.0,výkopu/o cha,4.0,' 3%0,4.0,%/ 2u,4.0,o‘r5,1.0,rok,1.0,situace,1.0,180 cm/,1.0,materiál,1.0
CTX199100895,krajské muzeum,4.0,získanyý soubor,4.0,ar most,4.0,historie naleziště,4.0,proveden sběr,4.0,nebylo naleziště,4.0,katastru liptic,4.0,bývalé vsi,4.0,udaná vzdálenost,4.0,sousedilo bezprostředně,4.0
CTX199100901,krajské muzeum,4.0,zš lidická,4.0,výhozu hlíny,4.0,předběžná zpráva,4.0,ar most,4.0,uvedené polohy,4.0,komplex budov,4.0,nájsou známy,4.0,let 1924-1930,4.0,nádražní ulici,4.0
CTX199101082,domu p,4.0,parcela č,4.0,pří atavba,4.0,libickém předhradí,4.0,jame uzavřeli,4.0,husově ul,4.0,parcele č,4.0,okraji předhradí,4.0,dnešním povrchem,4.0,rostlým podložím,4.0
CTX199101088,průzkumu staveniště,4.0,dotyku naleziště,4.0,4/2/ sběru,4.0,- ———z,4.0,okolí dvora,4.0,autor archeologická,4.0,zakrytá situace,4.0,upozornění ing,4.0,pa liv,4.0,ar xxii,4.0
CTX199101249,mýto /hs/,4.0,84/91 plz,4.0,úsek svojkovice,4.0,lese chýlavy,4.0,plo plotemenem,4.0,objekt prozkoumán,4.0,hlášení,1.0,průzkumu,1.0,iii,1.0,princové,1.0
CTX199101250,autor průzkum,4.0,braun příloha,4.0,2/an,1.0,princové,1.0,rok,1.0,1-1,1.0,průzkumy,1.0,rozvadov,1.0,plzeň,1.0,iii,1.0
CTX199101262,r chev,4.0,kadaňská jeseň,4.0,střed polohy,4.0,provedl průzkum,4.0,blzeňském vrchu,4.0,hlášení čj,4.0,225/90 most,4.0,plochu skrývky,4.0,případě event,4.0,239/91,1.0
CTX199101339,pl provedeno,4.0,,,,,,,,,,,,,,,,,,
CTX199101344,provedena,1.0,,,,,,,,,,,,,,,,,,
CTX199101357,středohra- dištní,4.0,průběhu stavby,4.0,kanalizační přípojky,4.0,pořízen řez,4.0,tunelované trase,4.0,dnešním loubím,4.0,dně sondy,4.0,blíže nezkoumaných,4.0,střepy poč,4.0,rostlé podloží,4.0
CTX199101381,evidenční karta,4.0,katastrální území,4.0,nálezové okolnosti,4.0,hrad vzdálenost,4.0,sekčních čar,4.0,> /7,4.0,vegetační pokryv,4.0,hrad č,4.0,xx reg,4.0,navštívil lokal,4.0
CTX199101456,pole orientace,4.0,vzrůstající osení,4.0,26 terén,1.0,91 p,1.0,,,,,,,,,,,,
CTX199101464,c j,4.0,pole orientace,4.0,vzrostlé osení,4.0,2áo,1.0,3% 39,1.0,rok,1.0,břicháček,1.0,čtverák,1.0,chytráček,1.0,jer,1.0
CTX199101569,autor průzkum,4.0,plzeň n,4.0,terasovém stupni,4.0,získán soubor,4.0,maza- nact,4.0,hlášení,1.0,průzkumu,1.0,sběru,1.0,veltrubech,1.0,kolín,1.0
CTX199101570,šenl sběru,4.0,4-22 souřadnice,4.0,přesnost pl,4.0,pozd l,4.0,laténská rovinné,4.0,opevněné sídlení,4.0,vrstva stár,4.0,autor průzkum,4.0,břicháček exp,4.0,plzeň dotum,4.0
CTX199101604,provecena hlásení,4.0,okres ',4.0,největší části,4.0,katastru krbic,4.0,rubu listu,4.0,bod č,4.0,provedl průzkum,3.5,průzkum,1.5,průzkumu,1.0,krbice,1.0
CTX199101756A,atyp pozn,4.0,aioc^i ssonto,4.0,dia g,4.0,njoz ',4.0,/192/8 c,4.0,3/8 3/3,4.0,4/23 4/30h3/4,4.0,ulu iv,4.0,ic3 pp2ro,4.0,borostonu kolo,4.0
CTX199101789,výšinné opev,4.0,druh akce,4.0,autor archeol,4.0,řešená situace,4.0,autor hlášení,4.0,lakovna 1985-6,4.0,lze předpokládat,4.0,hraně ostrožny,4.0,probíhající souběžně,4.0,vzdá vzdá3m,4.0
CTX199101790,víceúčelového sálu,4.0,druh akce,4.0,boháčová uloženi,4.0,má dojít,4.0,šíři im,4.0,směru v-z,4.0,historická souvrství,4.0,příměsí mladohradišt-,4.0,dvě vrstvy,4.0,nichž spodní,4.0
CTX199101850,evidenční karta,4.0,nälezu ppč,4.0,nálezové okolnosti,4.0,autor akce,4.0,sekáních čar,4.0,vegetační pokryv,4.0,plány obr,4.0,nivou nadm,4.0,movité objekty,4.0,druhy materiálu,4.0
CTX199101895,návštěvě hradu,4.0,východním ramenem,4.0,vnitřního příkopu,4.0,postihl zřejmě,4.0,bronzového plechu,4.0,labem cb,3.5,brandýse n,3.5,brandýse,1.5,labem,1.5,hlášeni,1.0
CTX199101933,evidenční karta,4.0,nalezu ppč,4.0,nálezové okolnosti,4.0,sekčnich čar,4.0,vegetační pokryv,4.0,' p,4.0,areálu hradu,4.0,ústí n,3.5,ústí,1.5,stpč,1.0
CTX199101939,evidenční karta,4.0,sekáních čor,4.0,ústí n,4.0,vegetační pokryv,4.0,opravách hrada,4.0,zásypových vrstev,4.0,práce probíhaly,4.0,soupis materiálu,4.0,stpč,1.0,rok,1.0
CTX199101944,evidenční karta,4.0,revidoval m,4.0,labem n,4.0,sekáních čar,4.0,/ /,4.0,ústí n,4.0,vegetační pokryv,4.0,orientace svahu,4.0,stí n,4.0,malíř l,4.0
CTX199102037,navštívil lokalitu,4.0,loň loňřece,4.0,plánovaném termínu,4.0,muset čekat,4.0,ostré rohy,4.0,ose s-j,4.0,proložených hlínou,4.0,úrovní těrénu,4.0,vlastně dvojité,4.0,principu líslovány,4.0
CTX199102096,husitská bašta,4.0,husitské bašty,4.0,komenského došlo,4.0,odbourání přístavku,4.0,východ východstrany,4.0,zdivo bašty,4.0,té příležitosti,4.0,malé ploše,4.0,archeologický výzkum,4.0,/ //,4.0
CTX199102175,zánik požárem,4.0,mohlo stát,4.0,česko-uherských válek,4.0,těchto stran,4.0,prvním příkopem,4.0,tří stran,4.0,šíjové straně,4.0,jejím ohrazení,4.0,terénní stupeň,4.0,forti fortiale,4.0
CTX199102233,h č,4.0,princ ová,4.0,autor předstih,4.0,záchranný výzkum,4.0,katastru holoubkov,4.0,lese chýlavy,4.0,objekt leží,4.0,průběhu května,4.0,zahájeno rozebírání,4.0,západní poloviny,4.0
CTX199102306,dne j,4.0,viz označení,4.0,přilože přiložeplánku,4.0,města prachatic,4.0,uliční čáry,4.0,kámen lomový,4.0,štípané desky,4.0,délce 25-35cm,4.0,šířce 25cm,4.0,sídlištních nálezů,4.0
CTX199102315,• ■,4.0,' ústav,4.0,vybagrován výkop,4.0,hl=cca lm/,4.0,přístavkem vklíněným,4.0,zřízena vodárna,4.0,sto sto,4.0,datovací materiál,4.0,získat nepodařilo/,4.0,hloubce 45cm,4.0
CTX199102334,ar^‘ hlášeni,4.0,parcela č,4.0,objevil p,4.0,libice n,4.0,parcele č,4.0,kubíček uvědomil,4.0,svém příjezdu,4.0,místu nálezu,4.0,slavníkova libice,4.0,velmi pravděpodobné,4.0
CTX199102371,měření útd,4.0,slovní lokalizace,4.0,starým zámkem,4.0,sídlištní zástavba,4.0,autor e,4.0,základě ústní,4.0,lokalitě makotřasy,4.0,2m široký,4.0,5m hluboký,4.0,přetal lokalitu,4.0
CTX199102416F,zbytky tuhování,4.0,$ 150mm,4.0,ir- dlo,4.0,plastic plasticlištou,4.0,pod- hrdlí,4.0,podhr- dlí,4.0,vyh azeny,4.0,podhr lí,4.0,vni vnišedý,4.0,stopami tuhování,4.0
CTX199102416L,■ ',4.0,u0un7 1,1.0,lco|,1.0,-0/2-4-,1.0,luctid^tl-,1.0,,,,,,,,,,
CTX199102416R,pl dd,4.0,•/ /te,4.0,r/ _,4.0,% rxxxxxxxux*,4.0,1 oj,1.0,76 /a,1.0,,,,,,,,
CTX199102426,záchranné akci,4.0,vsi ue,4.0,provedena dokumentace,4.0,intravilánu obce,4.0,rozřízlá rýhou,4.0,dvě části,4.0,původním stavu,4.0,odběry vzorku,4.0,pylo pyloanalýzu,4.0,profilu rýhy,4.0
CTX199102538,tní p,4.0,hlásení,1.0,edech,1.0,rok,1.0,kralupy*,1.0,podrobněji,1.0,celk,1.0,zprá,1.0,teriál,1.0,provccna,1.0
CTX199102622,evidenční karta,4.0,nalezu ppč,4.0,nálezové okolnosti,4.0,sběr druh,4.0,sekáních čar,4.0,vegetační pokryv,4.0,kardašově řečici,4.0,uvod eoeeeoooo*e,4.0,e •,4.0,ee4 l,4.0
CTX199102655,hlásení tí,4.0,technické dílo,4.0,autor předstih,4.0,záchranný výzkum,4.0,plzeň n,4.0,úpatí objektu,4.0,středu xobjetu,4.0,braunpt provcccna,4.0,t pozd,3.5,pozd,1.5
CTX199102690,jednaní probíhalo,4.0,současné době,4.0,probíhají úpravy,4.0,nádvoří j<dra,4.0,hloubení n,4.0,< skla,4.0,archeologické nálezy,4.0,z'mku uloženy,4.0,novověký materlál,4.0,hlášeni,1.0
CTX199102818,antropologický posudek,4.0,poskytl mimo,4.0,kraniálního skeletu,4.0,čelní kost,4.0,poměrně úzka,4.0,naznačeným hřebenem,4.0,alveolárni část,4.0,mléčné stoličky,4.0,stálá stolička,4.0,ostatní zuby,4.0
CTX199102848A,08 225-9,1.0,,,,,,,,,,,,,,,,,,
CTX199102865,malá chuchle,4.0,kovářík zpracovala,4.0,malé chuchli,4.0,kultury únětické,4.0,dolní čelist,4.0,mesokranní /78,4.0,leptomandibulární /83,4.0,femury hyperplatymer-,4.0,stavba lebky,4.0,středně robustní,4.0
CTX199102971,evidenční karta,4.0,nälezu ppč,4.0,nálezové okolnosti,4.0,výkop inž,4.0,sekáních čar,4.0,vegetační pokryv,4.0,nivou nadm,4.0,movité objekty,4.0,druhy materiálu,4.0,nálezová zpráva,4.0
CTX199103061,hrad sídlení,4.0,fortifikační prvky,4.0,druh akce,4.0,zadním nádvoří,4.0,13• století,4.0,fasádě kaple,4.0,žádné práce,4.0,změnou majitele,4.0,řekou došlo,3.5,řekou,1.5
CTX199103085,hlášení ♦,4.0,soutoken radbuzy,4.0,druh akce,4.0,chytráček uložení,4.0,výšinneho sídliště,4.0,výroba,1.0,rok,1.0,estrežně,1.0,hoetětic,1.0,praze 1,1.0
CTX199103111,libušiny lázně,4.0,postupně zaměření,4.0,libušina lázeň,4.0,vntřní straně,4.0,opěrných zídkách,4.0,svém závěru,4.0,věškeré náklady,4.0,dnech 1,1.0,souvislosti,1.0,vyšehradě,1.0
CTX199103123,záchranném výzkumu,4.0,mlado- hradišt,4.0,zdivo pohřbívání,4.0,průčelím baziliky,4.0,budovy děkanství,4.0,'úrovně překrývaly,4.0,podstatná část,4.0,byly ukončeny,4.0,hlášení,1.0,milevsku,1.0
CTX199103154,kostelci n,4.0,inženýrské sítě,4.0,kašparem vzorkování,4.0,hl 2m/,4.0,kolísající mocností,4.0,recentní výkop,4.0,jejíž vztah,4.0,recentní vrstvy,4.0,7/ /ex_,4.0,vrstvě nasedající,3.5
CTX199103188,provedena 3122/91,4.0,27- 43-33,4.0,karlov čd,4.0,předstihový výzkum,4.0,parcele č,4.0,ohradní zdi,4.0,mírném svahu,4.0,jihu směrem,4.0,vrchní tmavé,4.0,středověké keramiky,4.0
CTX199103239,299/91 plz,4.0,přerušení sondáže,4.0,99- *,4.0,autor sondáž,4.0,měsíci viii,4.0,přerušena sondáž,4.0,podzimních měsících,4.0,braun 4-2,4.0,233 „,1.0,myto,1.0
CTX199103414,evidenční karta,4.0,nálezové okolnosti,4.0,sekáních čor,4.0,hradec inv,4.0,vegetační pokryv,4.0,jindřichově hradci,4.0,sonda xlvib,4.0,nivou nadm,4.0,výška l,4.0,movité objekty,4.0
CTX199103603,0•kostelec n,4.0,14-13-24 souřadnice,4.0,druhy materiálu,4.0,ves dřel,4.0,téměř zpustlá,4.0,pozemky připadly,4.0,malá skrovnice,4.0,kladena buď,4.0,nebot pojivo,4.0,měřeno pásmem,4.0
CTX199103609,křivánek -,4.0,expozitura most,4.0,zarostlé plevelem,4.0,prošlé místo,4.0,jsč sběr,3.5,sklizené chmelnice,3.5,sběr č,3.0,78 chmelnice,1.5,sběr,1.5,1991 č,1.5
CTX199103758,lni ce,4.0,radka šumberová,4.0,geologickém průzkumu,4.0,/5oo,1.0,hora-čáslav,1.0,svah,1.0,tratí,1.0,pravěk 4,1.0,středověk 2,1.0,neolit 3,1.0
CTX199103760,mírný svah,4.0,návrší sz,4.0,radka sumberová,4.0,hlášení,1.0,4 45-,1.0,48a,1.0,stol,1.0,rok,1.0,přír,1.0,57/91 30,1.0
CTX199103773,-x j,4.0,-j4 //7,4.0,koordináty určil,4.0,radka šumberová,4.0,uvláčeném poli,4.0,4/ /uxee—,4.0,hlásení,1.0,5 /,1.0,rok,1.0,přír,1.0
CTX199103779,7036424-88 cna,4.0,2%/,1.0,2^2,1.0,j 44,1.0,/64,1.0,rok,1.0,valentová,1.0,okr,1.0,muzeum,1.0,hora,1.0
CTX199103833,ix x,4.0,souřadnice 10mm,4.0,autor archeolog,4.0,nálezovými okolnostmi,4.0,naše činnost,4.0,ohroženou vých,4.0,žlabové stavbě,4.0,mohla přispět,4.0,prováděna dokumentace,4.0,kamenitou destrukcí,4.0
CTX199103906,odevzdání investorské,4.0,kopie textu,4.0,potřeby ředitelství,4.0,nálezová zpráva,4.0,/h ■,4.0,pí meprovedens,4.0,/3 -32,4.0,■ ',4.0,investora —epis,4.0,středočeské vodárny,4.0
CTX199103927,provcacna hlášeni,4.0,záchranném výzkumu,4.0,druh akce,4.0,autor sondáž,4.0,bystrici,1.0,hradec,1.0,342 mm,1.0,princové,1.0,dřev,1.0,dům,1.0
CTX199104144,katastrální územ,4.0,ústí n,4.0,plánovaném staveništi,4.0,budovy objednavatele,4.0,ulice mýnská,4.0,probíhající podél,4.0,zbouraných hradeb,4.0,vnitřní straně,4.0,výzkum měl,4.0,úkol ověřit,4.0
CTX199104170C,nálezové zpr,4.0,řrostředhí ž,4.0,lzb adm,4.0,* e,4.0,ni |,4.0,• mari,4.0,kul éur,4.0,sekdnich dar,4.0,zace *,4.0,d’-'uh akt,4.0
CTX199104176,rada datum,4.0,sekáních čar,4.0,vegetační pokryv,4.0,objekty <počet,4.0,movité objekty,4.0,druhy materiálu,4.0,geomorfologický pdpís,4.0,svahu exponovaném,4.0,vodotečí přitékající,4.0,ostat ostatúdaje,4.0
CTX199104192,evidenční karta,4.0,t •j,4.0,nálezu ppč,4.0,autor akce,4.0,pravěk l,4.0,sekáních čar,4.0,vegetační pokryv,4.0,seznam nálezů,4.0,kopie deníku,4.0,c e,4.0
CTX199104198,nälezu ppč,4.0,nálezové okolnosti,4.0,autor akce,4.0,štítarská le,4.0,laténská vzdálenost,4.0,sekáních čar,4.0,most inv,4.0,73/83-1 dostupnost,4.0,vegetační pokryv,4.0,hle č,4.0
CTX199104202,evidenční karta,4.0,autor akce,4.0,pravěk vzdálenost,4.0,sekáních čar,4.0,vegetační pokryv,4.0,přílohy poznámka,4.0,dtto vzdálenost,4.0,dtto nemo,4.0,druhy materiálu,4.0,geomorfologický popíš,4.0
CTX199104208,evidenční karta,4.0,nálezu ppč,4.0,autor akce,4.0,mohylová-kovízská vzdálenost,4.0,sekáních čar,4.0,j /041,4.0,most dostupnost,4.0,vegetační pokryv,4.0,pole inv,4.0,če př,4.0
CTX199104223,evidenční karta,4.0,nälezu ppč,4.0,autor akce,4.0,mapy ',4.0,sekáních čar,4.0,33% n,4.0,most dostupnost,4.0,vegetační pokryv,4.0,pole inv,4.0,hl* č,4.0
CTX199104289B,praha1 b,4.0,morávek j,4.0,nosková výzkum,4.0,letenská 4,1.0,kováry,1.0,okr,1.0,1983,0.0,50 2,0.0,,,,
CTX199104289H,zcocc a24o%zzo,4.0,h e,4.0,--4 -,4.0,f/3 /££0/a40/,4.0,e e,4.0,• <,4.0,— ♦,4.0,• •,4.0,ec 1-4,4.0,í -4,4.0
CTX199104337,starší badenská,4.0,—středověk 2/,4.0,kon konprofilem,4.0,kamenný zával,4.0,prohloube prohloubepohled,4.0,náro nárochaty,4.0,mazanicová kra,4.0,sv roh,4.0,sv rohu,4.0,cha chapec,4.0
CTX199104337A,ob j,4.0,sv roh,4.0,sv rohu,4.0,foto m,4.0,ú brno,4.0,me- dunová,4.0,au brno,4.0,kontrolním profilem,4.0,ka kazával,4.0,kamen kamenzával,4.0
CTX199104340,starší badenská,4.0,e-g 11-13,4.0,kamenná dlažba,4.0,kamen kamendlažba,4.0,sousední úseky,4.0,minulých sezón,4.0,celko celkopohled,4.0,střepy nádob,4.0,mazanicová hra,4.0,sv nároží,4.0
CTX199104460,evidenční karta,4.0,traf datum,4.0,sekáních čar,4.0,vegetační pokryv,4.0,počet str,4.0,nivou nadm,4.0,vodovodního řadu,4.0,l p_pian,4.0,vyhloubení výkopu,4.0,2-4 m,4.0
CTX199104479,žádné zásahy,4.0,vyklizeny byly,4.0,čele tvrze,4.0,práce budou,4.0,nejspíše přerušeny,4.0,osud rozpadající,4.0,hlášeni,1.0,novověk 1,1.0,rok,1.0,durdík,1.0
CTX199104484,archeologický výzkum,4.0,zprávu sestavil,4.0,předchozích let,4.0,dokumentační práci,4.0,nálezových zpráv,4.0,droužkovicí ch,4.0,středověkou vesnici,4.0,nivě potoka,4.0,absenci osídlení,4.0,různých období,4.0
CTX199104509,evidenční karta,4.0,nalezu ppč,4.0,mapy l,4.0,sekáních čar,4.0,vegetační pokryv,4.0,nivou nadm,4.0,druhy materiálu,4.0,keramika bronz,4.0,nntropologi materiál,4.0,nost prováděla,4.0
CTX199104510,csp 1233/91h,4.0,e lim,4.0,ý g,4.0,2/ fo,4.0,h /,4.0,předchozích let,4.0,dokumentační práci,4.0,forme tzv,4.0,nálezových zpráv,4.0,malé březno,4.0
CTX199104645,hlásení c|,4.0,23-32- souřadnice,4.0,johanitská komenda,4.0,zakrytá situace,4.0,českém dubu,4.0,akce proběhla,4.0,zbytky staveb,4.0,předhusitského období,4.0,bagro bagrozastaveno,4.0,záchranný výzkum,4.0
CTX199104699,molar sup,4.0,bos p,4.0,cornualis sin,4.0,beze změn,4.0,cricetus c,4.0,mandibula dex,4.0,tibia sin,4.0,tibia dex,4.0,femur sin,4.0,prasete domácího,4.0
